pitch_id,game_id,inning,inning_half,outs,balls,strikes,batting_team_name,fielding_team_name,batter_id,pitcher_id,catcher_id,called_strike_or_ball,abs_zone_call,was_challenged,challenge_id,pitch_x,pitch_z,sz_top,sz_bot
P0029889,2025-09-23,6,top,1,2,0,Austin Aces,Des Moines Dragons,1009,1042,1029,strike,strike,False,,-0.554,3.016,3.21,1.62
P0029890,2025-09-23,8,top,2,0,1,Austin Aces,Des Moines Dragons,1004,1042,1029,strike,strike,False,,-0.098,2.52,3.21,1.62
P0029891,2025-09-23,8,bottom,1,0,1,Des Moines Dragons,Austin Aces,1029,1014,1001,ball,ball,False,,-0.809,2.63,3.21,1.62
P0029892,2025-09-23,2,bottom,2,3,0,Des Moines Dragons,Austin Aces,1035,1013,1001,strike,strike,False,,0.235,1.757,3.21,1.62
P0029893,2025-09-23,6,top,2,2,0,Austin Aces,Des Moines Dragons,1003,1040,1029,strike,strike,False,,0.562,3.157,3.21,1.62
P0029894,2025-09-23,9,bottom,0,3,0,Des Moines Dragons,Austin Aces,1032,1010,1001,ball,ball,False,,1.711,3.282,3.21,1.62
P0029895,2025-09-23,1,bottom,0,0,2,Des Moines Dragons,Austin Aces,1030,1014,1001,strike,strike,False,,0.084,2.088,3.21,1.62
P0029896,2025-09-23,7,bottom,1,0,2,Des Moines Dragons,Austin Aces,1033,1010,1001,ball,ball,False,,0.472,3.465,3.21,1.62
P0029897,2025-09-23,9,bottom,1,3,1,Des Moines Dragons,Austin Aces,1031,1012,1001,strike,strike,False,,0.649,1.888,3.21,1.62
P0029898,2025-09-23,8,top,0,0,0,Austin Aces,Des Moines Dragons,1001,1038,1029,ball,ball,False,,-0.708,1.338,3.21,1.62
P0029899,2025-09-23,7,bottom,1,1,1,Des Moines Dragons,Austin Aces,1036,1013,1001,ball,ball,False,,-0.674,3.304,3.21,1.62
P0000022,2025-09-24,4,top,0,0,2,Austin Aces,El Paso Explorers,1005,1054,1043,strike,ball,True,CH00022,-0.71,2.432,3.21,1.62
P0000110,2025-09-24,8,bottom,0,1,1,Austin Aces,El Paso Explorers,1005,1054,1043,strike,ball,True,CH00110,0.575,1.343,3.21,1.62
P0000421,2025-09-24,7,top,0,2,0,El Paso Explorers,Austin Aces,1045,1010,1001,strike,ball,True,CH00421,-0.48,3.458,3.21,1.62
P0029900,2025-09-24,4,bottom,2,3,1,Austin Aces,El Paso Explorers,1007,1055,1043,strike,strike,False,,0.417,1.771,3.21,1.62
P0029901,2025-09-24,9,top,0,1,0,El Paso Explorers,Austin Aces,1045,1013,1001,strike,strike,False,,0.402,1.75,3.21,1.62
P0029902,2025-09-24,1,bottom,0,3,0,Austin Aces,El Paso Explorers,1008,1052,1043,strike,strike,False,,-0.272,2.358,3.21,1.62
P0029903,2025-09-24,1,bottom,1,0,0,Austin Aces,El Paso Explorers,1002,1053,1043,strike,strike,False,,-0.137,2.749,3.21,1.62
P0029904,2025-09-24,5,bottom,1,0,2,Austin Aces,El Paso Explorers,1001,1054,1043,strike,strike,False,,-0.245,1.648,3.21,1.62
P0029905,2025-09-24,5,top,2,0,2,El Paso Explorers,Austin Aces,1043,1013,1001,ball,ball,False,,1.005,2.625,3.21,1.62
P0029906,2025-09-24,7,bottom,0,1,2,Austin Aces,El Paso Explorers,1009,1053,1043,strike,strike,False,,-0.608,2.005,3.21,1.62
P0029907,2025-09-24,8,top,2,2,2,El Paso Explorers,Austin Aces,1046,1010,1001,strike,strike,False,,-0.472,1.906,3.21,1.62
P0029908,2025-09-24,7,bottom,0,3,2,Austin Aces,El Paso Explorers,1004,1055,1043,strike,ball,False,,0.711,3.129,3.21,1.62
P0029909,2025-09-24,2,top,0,0,0,El Paso Explorers,Austin Aces,1047,1013,1001,ball,ball,False,,0.172,1.613,3.21,1.62
P0029910,2025-09-24,8,top,2,0,1,El Paso Explorers,Austin Aces,1044,1010,1001,ball,ball,False,,1.698,2.728,3.21,1.62
P0029911,2025-09-24,7,bottom,2,1,1,Austin Aces,El Paso Explorers,1006,1054,1043,strike,strike,False,,-0.677,2.679,3.21,1.62
P0029912,2025-09-24,6,top,0,3,0,El Paso Explorers,Austin Aces,1051,1014,1001,ball,ball,False,,0.797,2.378,3.21,1.62
P0029913,2025-09-24,2,top,2,3,2,El Paso Explorers,Austin Aces,1050,1010,1001,ball,ball,False,,0.929,1.992,3.21,1.62
P0029914,2025-09-24,9,top,0,2,1,El Paso Explorers,Austin Aces,1049,1011,1001,ball,ball,False,,-0.877,3.132,3.21,1.62
P0029915,2025-09-24,5,bottom,1,1,1,Austin Aces,El Paso Explorers,1005,1054,1043,strike,ball,False,,-0.331,3.51,3.21,1.62
P0029916,2025-09-24,8,top,0,0,1,El Paso Explorers,Austin Aces,1048,1010,1001,ball,strike,False,,0.443,2.882,3.21,1.62
P0029917,2025-09-24,9,top,1,3,1,El Paso Explorers,Austin Aces,1045,1014,1001,strike,strike,False,,-0.129,2.253,3.21,1.62
P0029918,2025-09-24,4,bottom,1,1,2,Austin Aces,El Paso Explorers,1003,1055,1043,ball,ball,False,,-0.71,3.114,3.21,1.62
P0029919,2025-09-24,6,top,0,0,0,El Paso Explorers,Austin Aces,1043,1014,1001,ball,ball,False,,0.873,2.982,3.21,1.62
P0029920,2025-09-24,5,bottom,2,1,0,Austin Aces,El Paso Explorers,1007,1052,1043,ball,ball,False,,0.295,1.519,3.21,1.62
P0029921,2025-09-24,6,bottom,1,2,2,Austin Aces,El Paso Explorers,1008,1052,1043,strike,ball,False,,-0.103,3.279,3.21,1.62
P0029922,2025-09-24,9,top,2,2,2,El Paso Explorers,Austin Aces,1046,1012,1001,ball,ball,False,,-1.014,1.731,3.21,1.62
P0029923,2025-09-24,9,top,2,0,1,El Paso Explorers,Austin Aces,1047,1010,1001,ball,ball,False,,-0.126,3.435,3.21,1.62
P0029924,2025-09-24,6,bottom,0,1,2,Austin Aces,El Paso Explorers,1002,1053,1043,ball,ball,False,,0.272,1.222,3.21,1.62
P0029925,2025-09-24,6,top,1,3,1,El Paso Explorers,Austin Aces,1044,1012,1001,ball,ball,False,,-0.461,3.278,3.21,1.62
P0029926,2025-09-24,4,bottom,1,0,2,Austin Aces,El Paso Explorers,1001,1053,1043,ball,strike,False,,0.436,3.102,3.21,1.62
P0029927,2025-09-24,3,bottom,0,1,0,Austin Aces,El Paso Explorers,1009,1055,1043,strike,strike,False,,0.561,1.769,3.21,1.62
P0029928,2025-09-24,8,bottom,2,1,0,Austin Aces,El Paso Explorers,1004,1053,1043,strike,strike,False,,0.186,2.5,3.21,1.62
P0029929,2025-09-24,9,bottom,1,3,1,Austin Aces,El Paso Explorers,1006,1053,1043,ball,ball,False,,-0.828,2.274,3.21,1.62
P0029930,2025-09-24,4,bottom,0,0,0,Austin Aces,El Paso Explorers,1005,1056,1043,strike,strike,False,,-0.33,2.367,3.21,1.62
P0029931,2025-09-24,1,bottom,1,2,0,Austin Aces,El Paso Explorers,1003,1056,1043,ball,ball,False,,-0.776,1.493,3.21,1.62
P0029932,2025-09-24,6,top,0,2,0,El Paso Explorers,Austin Aces,1051,1010,1001,strike,strike,False,,0.068,2.016,3.21,1.62
P0029933,2025-09-24,6,bottom,2,3,1,Austin Aces,El Paso Explorers,1007,1056,1043,strike,strike,False,,-0.41,2.237,3.21,1.62
P0029934,2025-09-24,3,bottom,1,1,0,Austin Aces,El Paso Explorers,1008,1056,1043,strike,strike,False,,-0.446,2.013,3.21,1.62
P0029935,2025-09-24,8,bottom,0,1,0,Austin Aces,El Paso Explorers,1002,1053,1043,ball,ball,False,,-0.346,3.595,3.21,1.62
P0029936,2025-09-24,4,top,0,0,0,El Paso Explorers,Austin Aces,1050,1013,1001,strike,strike,False,,0.151,2.373,3.21,1.62
P0029937,2025-09-24,1,bottom,2,3,2,Austin Aces,El Paso Explorers,1001,1053,1043,ball,ball,False,,0.255,1.358,3.21,1.62
P0029938,2025-09-24,1,top,2,0,1,El Paso Explorers,Austin Aces,1049,1014,1001,ball,ball,False,,0.817,2.151,3.21,1.62
P0029939,2025-09-24,5,top,2,2,2,El Paso Explorers,Austin Aces,1048,1013,1001,ball,strike,False,,-0.253,1.672,3.21,1.62
P0029940,2025-09-24,8,bottom,0,3,2,Austin Aces,El Paso Explorers,1009,1053,1043,ball,ball,False,,-0.252,3.746,3.21,1.62
P0029941,2025-09-24,9,top,1,0,0,El Paso Explorers,Austin Aces,1045,1010,1001,ball,ball,False,,1.191,1.452,3.21,1.62
P0029942,2025-09-24,9,bottom,0,1,0,Austin Aces,El Paso Explorers,1004,1056,1043,strike,strike,False,,0.628,2.993,3.21,1.62
P0029943,2025-09-24,8,top,0,0,2,El Paso Explorers,Austin Aces,1043,1012,1001,strike,strike,False,,0.083,2.436,3.21,1.62
P0029944,2025-09-24,7,bottom,2,1,2,Austin Aces,El Paso Explorers,1006,1052,1043,ball,ball,False,,-0.741,1.484,3.21,1.62
P0029945,2025-09-24,8,bottom,1,1,2,Austin Aces,El Paso Explorers,1005,1052,1043,ball,ball,False,,-0.831,1.592,3.21,1.62
P0029946,2025-09-24,5,bottom,1,2,0,Austin Aces,El Paso Explorers,1003,1053,1043,ball,ball,False,,0.464,3.331,3.21,1.62
P0029947,2025-09-24,5,top,2,2,2,El Paso Explorers,Austin Aces,1046,1010,1001,strike,strike,False,,-0.616,2.641,3.21,1.62
P0029948,2025-09-24,4,bottom,0,1,2,Austin Aces,El Paso Explorers,1007,1053,1043,ball,ball,False,,0.73,2.669,3.21,1.62
P0029949,2025-09-24,3,bottom,0,0,2,Austin Aces,El Paso Explorers,1008,1052,1043,strike,strike,False,,-0.369,2.904,3.21,1.62
P0029950,2025-09-24,3,bottom,0,3,2,Austin Aces,El Paso Explorers,1002,1053,1043,strike,strike,False,,0.179,1.719,3.21,1.62
P0029951,2025-09-24,4,bottom,2,0,0,Austin Aces,El Paso Explorers,1001,1054,1043,strike,strike,False,,0.182,2.387,3.21,1.62
P0029952,2025-09-24,3,bottom,1,0,2,Austin Aces,El Paso Explorers,1009,1052,1043,strike,strike,False,,0.554,1.811,3.21,1.62
P0029953,2025-09-24,5,bottom,2,0,0,Austin Aces,El Paso Explorers,1004,1056,1043,ball,ball,False,,-1.056,1.6,3.21,1.62
P0029954,2025-09-24,7,bottom,1,0,1,Austin Aces,El Paso Explorers,1006,1054,1043,ball,ball,False,,-0.822,2.675,3.21,1.62
P0029955,2025-09-24,8,top,0,0,0,El Paso Explorers,Austin Aces,1047,1014,1001,strike,strike,False,,-0.661,2.464,3.21,1.62
P0029956,2025-09-24,5,bottom,1,3,2,Austin Aces,El Paso Explorers,1005,1055,1043,ball,ball,False,,0.972,2.708,3.21,1.62
P0029957,2025-09-24,9,top,0,0,0,El Paso Explorers,Austin Aces,1044,1010,1001,ball,ball,False,,0.959,1.751,3.21,1.62
P0029958,2025-09-24,6,top,0,3,0,El Paso Explorers,Austin Aces,1051,1011,1001,strike,strike,False,,-0.457,2.23,3.21,1.62
P0029959,2025-09-24,5,top,2,1,1,El Paso Explorers,Austin Aces,1050,1014,1001,ball,ball,False,,0.917,2.679,3.21,1.62
P0029960,2025-09-24,9,bottom,1,3,0,Austin Aces,El Paso Explorers,1003,1055,1043,ball,ball,False,,0.918,2.475,3.21,1.62
P0029961,2025-09-24,5,bottom,0,2,0,Austin Aces,El Paso Explorers,1007,1056,1043,ball,ball,False,,0.9,2.664,3.21,1.62
P0029962,2025-09-24,3,bottom,1,3,2,Austin Aces,El Paso Explorers,1008,1054,1043,ball,ball,False,,0.59,3.326,3.21,1.62
P0029963,2025-09-24,7,top,0,2,1,El Paso Explorers,Austin Aces,1049,1013,1001,ball,ball,False,,-0.786,2.329,3.21,1.62
P0029964,2025-09-24,3,top,2,1,1,El Paso Explorers,Austin Aces,1048,1012,1001,ball,ball,False,,0.912,2.334,3.21,1.62
P0029965,2025-09-24,3,top,0,0,1,El Paso Explorers,Austin Aces,1045,1011,1001,ball,ball,False,,-0.76,2.663,3.21,1.62
P0029966,2025-09-24,7,top,0,3,1,El Paso Explorers,Austin Aces,1043,1011,1001,strike,strike,False,,0.61,2.016,3.21,1.62
P0029967,2025-09-24,2,bottom,2,1,1,Austin Aces,El Paso Explorers,1002,1053,1043,ball,strike,False,,-0.331,3.154,3.21,1.62
P0029968,2025-09-24,5,bottom,0,2,1,Austin Aces,El Paso Explorers,1001,1052,1043,ball,ball,False,,0.832,2.336,3.21,1.62
P0029969,2025-09-24,6,top,1,0,2,El Paso Explorers,Austin Aces,1046,1010,1001,strike,strike,False,,-0.546,2.652,3.21,1.62
P0029970,2025-09-24,2,bottom,1,3,0,Austin Aces,El Paso Explorers,1009,1053,1043,strike,strike,False,,-0.623,2.945,3.21,1.62
P0029971,2025-09-24,6,bottom,0,1,1,Austin Aces,El Paso Explorers,1004,1056,1043,ball,ball,False,,0.481,3.258,3.21,1.62
P0029972,2025-09-24,7,bottom,2,2,1,Austin Aces,El Paso Explorers,1006,1054,1043,ball,ball,False,,1.091,2.629,3.21,1.62
P0029973,2025-09-24,4,bottom,1,1,1,Austin Aces,El Paso Explorers,1005,1055,1043,strike,strike,False,,-0.09,2.573,3.21,1.62
P0029974,2025-09-24,9,bottom,1,2,2,Austin Aces,El Paso Explorers,1003,1054,1043,strike,strike,False,,0.192,2.78,3.21,1.62
P0029975,2025-09-24,4,top,1,1,2,El Paso Explorers,Austin Aces,1047,1010,1001,ball,ball,False,,0.428,1.432,3.21,1.62
P0029976,2025-09-24,9,bottom,1,2,2,Austin Aces,El Paso Explorers,1007,1052,1043,strike,strike,False,,-0.36,2.265,3.21,1.62
P0029977,2025-09-24,6,bottom,0,3,1,Austin Aces,El Paso Explorers,1008,1053,1043,strike,strike,False,,0.166,2.072,3.21,1.62
P0029978,2025-09-24,1,top,1,0,2,El Paso Explorers,Austin Aces,1044,1010,1001,ball,strike,False,,0.655,2.353,3.21,1.62
P0029979,2025-09-24,8,bottom,1,2,0,Austin Aces,El Paso Explorers,1002,1056,1043,ball,strike,False,,-0.014,3.207,3.21,1.62
P0029980,2025-09-24,2,top,1,1,0,El Paso Explorers,Austin Aces,1051,1011,1001,ball,ball,False,,-0.617,1.448,3.21,1.62
P0029981,2025-09-24,2,bottom,0,2,0,Austin Aces,El Paso Explorers,1001,1055,1043,strike,strike,False,,0.128,2.183,3.21,1.62
P0029982,2025-09-24,7,top,0,1,2,El Paso Explorers,Austin Aces,1050,1011,1001,strike,strike,False,,0.539,1.995,3.21,1.62
P0029983,2025-09-24,3,top,2,0,2,El Paso Explorers,Austin Aces,1049,1011,1001,ball,ball,False,,-0.886,1.993,3.21,1.62
P0029984,2025-09-24,3,bottom,1,0,0,Austin Aces,El Paso Explorers,1009,1053,1043,strike,strike,False,,-0.242,2.246,3.21,1.62
P0029985,2025-09-24,1,top,1,2,1,El Paso Explorers,Austin Aces,1048,1010,1001,strike,strike,False,,-0.057,2.011,3.21,1.62
P0029986,2025-09-24,7,bottom,2,3,1,Austin Aces,El Paso Explorers,1004,1055,1043,ball,ball,False,,0.757,2.343,3.21,1.62
P0029987,2025-09-24,3,bottom,1,3,0,Austin Aces,El Paso Explorers,1006,1052,1043,ball,strike,False,,-0.338,3.141,3.21,1.62
P0029988,2025-09-24,6,top,2,1,2,El Paso Explorers,Austin Aces,1045,1011,1001,strike,strike,False,,-0.675,1.972,3.21,1.62
P0029989,2025-09-24,7,top,0,1,1,El Paso Explorers,Austin Aces,1043,1010,1001,strike,strike,False,,-0.502,2.548,3.21,1.62
P0029990,2025-09-24,1,top,0,3,2,El Paso Explorers,Austin Aces,1046,1013,1001,strike,ball,False,,0.75,2.682,3.21,1.62
P0029991,2025-09-24,3,bottom,1,2,2,Austin Aces,El Paso Explorers,1005,1053,1043,ball,ball,False,,-0.716,2.43,3.21,1.62
P0029992,2025-09-24,7,bottom,0,0,0,Austin Aces,El Paso Explorers,1003,1056,1043,strike,strike,False,,0.674,2.415,3.21,1.62
P0029993,2025-09-24,3,top,1,2,0,El Paso Explorers,Austin Aces,1047,1010,1001,strike,strike,False,,-0.072,3.049,3.21,1.62
P0029994,2025-09-24,5,bottom,1,2,0,Austin Aces,El Paso Explorers,1007,1056,1043,strike,strike,False,,-0.668,3.122,3.21,1.62
P0029995,2025-09-24,6,bottom,1,1,0,Austin Aces,El Paso Explorers,1008,1055,1043,strike,strike,False,,-0.656,2.985,3.21,1.62
P0029996,2025-09-24,3,bottom,1,0,1,Austin Aces,El Paso Explorers,1002,1056,1043,ball,ball,False,,0.727,1.944,3.21,1.62
P0029997,2025-09-24,1,top,2,2,1,El Paso Explorers,Austin Aces,1044,1014,1001,ball,ball,False,,-0.828,1.393,3.21,1.62
P0029998,2025-09-24,7,top,1,1,1,El Paso Explorers,Austin Aces,1051,1010,1001,ball,ball,False,,0.759,2.102,3.21,1.62
P0029999,2025-09-24,3,bottom,2,0,0,Austin Aces,El Paso Explorers,1001,1055,1043,ball,ball,False,,0.26,1.188,3.21,1.62
P0030000,2025-09-24,5,top,2,0,2,El Paso Explorers,Austin Aces,1050,1013,1001,ball,ball,False,,0.914,1.438,3.21,1.62
P0030001,2025-09-24,3,top,0,1,2,El Paso Explorers,Austin Aces,1049,1010,1001,strike,strike,False,,0.531,1.964,3.21,1.62
P0030002,2025-09-24,4,top,0,1,2,El Paso Explorers,Austin Aces,1048,1014,1001,ball,ball,False,,0.728,2.439,3.21,1.62
P0030003,2025-09-24,5,bottom,1,0,2,Austin Aces,El Paso Explorers,1009,1054,1043,ball,ball,False,,0.862,2.085,3.21,1.62
P0030004,2025-09-24,2,bottom,0,3,2,Austin Aces,El Paso Explorers,1004,1056,1043,ball,ball,False,,-0.363,3.253,3.21,1.62
P0030005,2025-09-24,1,bottom,1,2,0,Austin Aces,El Paso Explorers,1006,1052,1043,strike,strike,False,,0.589,2.769,3.21,1.62
P0030006,2025-09-24,2,top,2,0,1,El Paso Explorers,Austin Aces,1045,1010,1001,strike,strike,False,,-0.661,2.437,3.21,1.62
P0030007,2025-09-24,3,bottom,0,0,1,Austin Aces,El Paso Explorers,1005,1052,1043,strike,strike,False,,0.147,1.89,3.21,1.62
P0030008,2025-09-24,1,top,2,0,2,El Paso Explorers,Austin Aces,1043,1013,1001,ball,ball,False,,-0.482,1.403,3.21,1.62
P0030009,2025-09-24,3,top,2,3,1,El Paso Explorers,Austin Aces,1046,1010,1001,ball,ball,False,,-0.795,3.018,3.21,1.62
P0030010,2025-09-24,4,top,2,3,1,El Paso Explorers,Austin Aces,1047,1011,1001,strike,strike,False,,-0.141,3.094,3.21,1.62
P0030011,2025-09-24,2,bottom,1,3,2,Austin Aces,El Paso Explorers,1003,1052,1043,strike,strike,False,,-0.438,2.211,3.21,1.62
P0030012,2025-09-24,4,top,1,2,0,El Paso Explorers,Austin Aces,1044,1011,1001,strike,strike,False,,0.101,2.054,3.21,1.62
P0030013,2025-09-24,5,top,1,2,2,El Paso Explorers,Austin Aces,1051,1014,1001,strike,strike,False,,0.671,3.038,3.21,1.62
P0030014,2025-09-24,1,bottom,2,2,2,Austin Aces,El Paso Explorers,1007,1054,1043,ball,ball,False,,0.324,3.276,3.21,1.62
P0030015,2025-09-24,1,top,2,1,1,El Paso Explorers,Austin Aces,1050,1010,1001,ball,ball,False,,0.113,1.606,3.21,1.62
P0030016,2025-09-24,2,bottom,2,3,1,Austin Aces,El Paso Explorers,1008,1053,1043,ball,ball,False,,0.252,1.51,3.21,1.62
P0030017,2025-09-24,9,top,1,3,0,El Paso Explorers,Austin Aces,1049,1014,1001,strike,strike,False,,-0.21,2.928,3.21,1.62
P0030018,2025-09-24,4,top,2,0,2,El Paso Explorers,Austin Aces,1048,1012,1001,strike,strike,False,,-0.212,3.143,3.21,1.62
P0030019,2025-09-24,1,bottom,0,2,2,Austin Aces,El Paso Explorers,1002,1053,1043,strike,strike,False,,0.093,2.205,3.21,1.62
P0030020,2025-09-24,6,bottom,1,3,2,Austin Aces,El Paso Explorers,1001,1053,1043,strike,strike,False,,-0.25,2.617,3.21,1.62
P0030021,2025-09-24,2,bottom,2,0,0,Austin Aces,El Paso Explorers,1009,1052,1043,strike,strike,False,,0.4,2.247,3.21,1.62
P0030022,2025-09-24,5,bottom,2,1,2,Austin Aces,El Paso Explorers,1004,1052,1043,ball,strike,False,,-0.435,2.929,3.21,1.62
P0030023,2025-09-24,1,top,2,1,2,El Paso Explorers,Austin Aces,1045,1012,1001,ball,ball,False,,0.947,2.603,3.21,1.62
P0030024,2025-09-24,8,bottom,2,3,1,Austin Aces,El Paso Explorers,1006,1052,1043,ball,ball,False,,0.823,2.676,3.21,1.62
P0030025,2025-09-24,5,top,1,3,1,El Paso Explorers,Austin Aces,1043,1014,1001,ball,ball,False,,-1.049,1.499,3.21,1.62
P0030026,2025-09-24,5,top,2,1,0,El Paso Explorers,Austin Aces,1046,1010,1001,strike,strike,False,,0.409,2.944,3.21,1.62
P0030027,2025-09-24,8,bottom,2,3,2,Austin Aces,El Paso Explorers,1005,1053,1043,strike,strike,False,,-0.62,3.131,3.21,1.62
P0030028,2025-09-24,5,bottom,0,0,1,Austin Aces,El Paso Explorers,1003,1053,1043,strike,strike,False,,0.602,2.532,3.21,1.62
P0030029,2025-09-24,5,top,2,0,2,El Paso Explorers,Austin Aces,1047,1013,1001,strike,strike,False,,0.215,1.768,3.21,1.62
P0030030,2025-09-24,2,top,0,1,1,El Paso Explorers,Austin Aces,1044,1013,1001,strike,strike,False,,0.502,2.877,3.21,1.62
P0030031,2025-09-24,7,bottom,2,0,2,Austin Aces,El Paso Explorers,1007,1056,1043,ball,ball,False,,1.127,1.866,3.21,1.62
P0030032,2025-09-24,8,bottom,0,3,2,Austin Aces,El Paso Explorers,1008,1052,1043,ball,strike,False,,0.384,2.898,3.21,1.62
P0030033,2025-09-24,1,bottom,0,2,0,Austin Aces,El Paso Explorers,1002,1056,1043,ball,ball,False,,-0.925,2.133,3.21,1.62
P0030034,2025-09-24,1,top,1,0,1,El Paso Explorers,Austin Aces,1051,1013,1001,ball,ball,False,,0.809,2.969,3.21,1.62
P0030035,2025-09-24,5,bottom,0,1,0,Austin Aces,El Paso Explorers,1001,1052,1043,strike,strike,False,,0.334,2.027,3.21,1.62
P0030036,2025-09-24,4,top,0,1,1,El Paso Explorers,Austin Aces,1050,1012,1001,ball,ball,False,,0.715,2.605,3.21,1.62
P0030037,2025-09-24,2,top,0,2,2,El Paso Explorers,Austin Aces,1049,1013,1001,strike,strike,False,,0.498,1.989,3.21,1.62
P0030038,2025-09-24,2,top,2,0,1,El Paso Explorers,Austin Aces,1048,1012,1001,ball,strike,False,,0.555,1.622,3.21,1.62
P0030039,2025-09-24,1,top,2,1,0,El Paso Explorers,Austin Aces,1045,1011,1001,strike,strike,False,,0.343,2.661,3.21,1.62
P0030040,2025-09-24,2,top,2,2,1,El Paso Explorers,Austin Aces,1043,1010,1001,ball,ball,False,,-0.876,3.383,3.21,1.62
P0030041,2025-09-24,8,top,1,0,2,El Paso Explorers,Austin Aces,1046,1014,1001,strike,strike,False,,0.595,2.771,3.21,1.62
P0030042,2025-09-24,5,bottom,0,0,2,Austin Aces,El Paso Explorers,1009,1056,1043,ball,ball,False,,0.927,3.131,3.21,1.62
P0030043,2025-09-24,3,bottom,0,2,0,Austin Aces,El Paso Explorers,1004,1055,1043,ball,ball,False,,-0.771,3.44,3.21,1.62
P0030044,2025-09-24,2,bottom,2,0,1,Austin Aces,El Paso Explorers,1006,1052,1043,strike,strike,False,,0.417,2.25,3.21,1.62
P0030045,2025-09-24,1,top,2,1,1,El Paso Explorers,Austin Aces,1047,1012,1001,ball,strike,False,,-0.583,3.006,3.21,1.62
P0030046,2025-09-24,3,top,0,0,0,El Paso Explorers,Austin Aces,1044,1010,1001,strike,strike,False,,-0.01,2.496,3.21,1.62
P0030047,2025-09-24,3,bottom,2,1,2,Austin Aces,El Paso Explorers,1005,1056,1043,strike,strike,False,,0.205,1.776,3.21,1.62
P0030048,2025-09-24,2,top,0,2,0,El Paso Explorers,Austin Aces,1051,1012,1001,strike,strike,False,,0.444,1.768,3.21,1.62
P0030049,2025-09-24,2,top,0,1,0,El Paso Explorers,Austin Aces,1050,1011,1001,ball,ball,False,,1.485,2.142,3.21,1.62
P0030050,2025-09-24,7,bottom,0,1,2,Austin Aces,El Paso Explorers,1003,1052,1043,strike,strike,False,,0.589,2.914,3.21,1.62
P0030051,2025-09-24,4,bottom,1,2,1,Austin Aces,El Paso Explorers,1007,1052,1043,strike,ball,False,,0.42,3.307,3.21,1.62
P0030052,2025-09-24,9,bottom,2,1,0,Austin Aces,El Paso Explorers,1008,1055,1043,ball,ball,False,,-1.191,2.862,3.21,1.62
P0030053,2025-09-24,3,bottom,1,3,2,Austin Aces,El Paso Explorers,1002,1054,1043,ball,ball,False,,0.148,3.249,3.21,1.62
P0030054,2025-09-24,1,top,2,2,2,El Paso Explorers,Austin Aces,1049,1013,1001,strike,strike,False,,0.332,2.338,3.21,1.62
P0030055,2025-09-24,1,bottom,0,1,1,Austin Aces,El Paso Explorers,1001,1054,1043,ball,ball,False,,-0.518,1.472,3.21,1.62
P0030056,2025-09-24,5,top,2,2,0,El Paso Explorers,Austin Aces,1048,1010,1001,ball,ball,False,,-0.719,1.973,3.21,1.62
P0030057,2025-09-24,7,bottom,1,1,1,Austin Aces,El Paso Explorers,1009,1055,1043,strike,strike,False,,-0.21,2.741,3.21,1.62
P0030058,2025-09-24,4,top,2,1,0,El Paso Explorers,Austin Aces,1045,1013,1001,strike,strike,False,,0.41,2.837,3.21,1.62
P0030059,2025-09-24,1,bottom,1,2,2,Austin Aces,El Paso Explorers,1004,1052,1043,ball,ball,False,,0.833,2.619,3.21,1.62
P0030060,2025-09-24,6,top,1,3,2,El Paso Explorers,Austin Aces,1043,1010,1001,strike,strike,False,,-0.071,2.59,3.21,1.62
P0030061,2025-09-24,8,bottom,2,2,0,Austin Aces,El Paso Explorers,1006,1055,1043,strike,strike,False,,0.261,2.414,3.21,1.62
P0030062,2025-09-24,3,top,0,2,2,El Paso Explorers,Austin Aces,1046,1012,1001,strike,strike,False,,-0.497,2.866,3.21,1.62
P0030063,2025-09-24,5,top,2,1,2,El Paso Explorers,Austin Aces,1047,1014,1001,ball,ball,False,,-0.793,3.384,3.21,1.62
P0030064,2025-09-24,2,top,2,2,2,El Paso Explorers,Austin Aces,1044,1012,1001,strike,strike,False,,0.055,1.683,3.21,1.62
P0000216,2025-09-25,6,top,1,2,1,Charlotte Comets,Des Moines Dragons,1016,1040,1029,strike,strike,True,CH00216,0.08,1.756,3.21,1.62
P0000337,2025-09-25,4,bottom,0,1,1,Des Moines Dragons,Charlotte Comets,1033,1026,1015,strike,strike,True,CH00337,0.677,2.352,3.21,1.62
P0000343,2025-09-25,9,top,1,1,1,Des Moines Dragons,Charlotte Comets,1030,1024,1015,strike,ball,True,CH00343,0.789,2.164,3.21,1.62
P0000643,2025-09-25,4,top,0,2,0,Des Moines Dragons,Charlotte Comets,1029,1025,1015,ball,ball,True,CH00643,0.831,2.394,3.21,1.62
P0030065,2025-09-25,6,bottom,0,0,0,Des Moines Dragons,Charlotte Comets,1029,1027,1015,ball,ball,False,,1.006,3.083,3.21,1.62
P0030066,2025-09-25,1,top,2,0,1,Charlotte Comets,Des Moines Dragons,1018,1041,1029,strike,strike,False,,0.217,2.689,3.21,1.62
P0030067,2025-09-25,5,bottom,2,2,0,Des Moines Dragons,Charlotte Comets,1037,1026,1015,strike,strike,False,,-0.692,1.682,3.21,1.62
P0030068,2025-09-25,7,top,2,1,0,Charlotte Comets,Des Moines Dragons,1019,1041,1029,ball,ball,False,,-0.821,3.026,3.21,1.62
P0030069,2025-09-25,7,top,0,1,1,Charlotte Comets,Des Moines Dragons,1021,1040,1029,ball,ball,False,,0.93,2.573,3.21,1.62
